fecha,datatype,station,value,fl_m,fl_q,fl_so,fl_t,units
2018-04-06,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-04-07,PRCP,GHCND:AR000875850,521,,,S,,mm_tenths
2018-04-08,PRCP,GHCND:AR000875850,41,,,S,,mm_tenths
2018-04-09,PRCP,GHCND:AR000875850,61,,,S,,mm_tenths
2018-04-10,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-04-12,PRCP,GHCND:AR000875850,191,,,S,,mm_tenths
2018-04-13,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-04-20,PRCP,GHCND:AR000875850,51,,,S,,mm_tenths
2018-04-21,PRCP,GHCND:AR000875850,211,,,S,,mm_tenths
2018-04-22,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-04-23,PRCP,GHCND:AR000875850,180,,,S,,mm_tenths
2018-04-24,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-04-25,PRCP,GHCND:AR000875850,5,,,S,,mm_tenths
2018-04-26,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-04-28,PRCP,GHCND:AR000875850,71,,,S,,mm_tenths
2018-04-29,PRCP,GHCND:AR000875850,1080,,,S,,mm_tenths
2018-04-30,PRCP,GHCND:AR000875850,221,,,S,,mm_tenths
2018-05-01,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-05-02,PRCP,GHCND:AR000875850,20,,,S,,mm_tenths
2018-05-03,PRCP,GHCND:AR000875850,119,,,S,,mm_tenths
2018-05-04,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-05-05,PRCP,GHCND:AR000875850,41,,,S,,mm_tenths
2018-05-06,PRCP,GHCND:AR000875850,51,,,S,,mm_tenths
2018-05-07,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-05-08,PRCP,GHCND:AR000875850,61,,,S,,mm_tenths
2018-05-09,PRCP,GHCND:AR000875850,490,,,S,,mm_tenths
2018-05-10,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-05-11,PRCP,GHCND:AR000875850,671,,,S,,mm_tenths
2018-05-12,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-05-17,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-05-18,PRCP,GHCND:AR000875850,51,,,S,,mm_tenths
2018-05-19,PRCP,GHCND:AR000875850,89,,,S,,mm_tenths
2018-05-20,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-05-29,PRCP,GHCND:AR000875850,5,,,S,,mm_tenths
2018-05-30,PRCP,GHCND:AR000875850,439,,,S,,mm_tenths
2018-05-31,PRCP,GHCND:AR000875850,41,,,S,,mm_tenths
2018-06-01,PRCP,GHCND:AR000875850,89,,,S,,mm_tenths
2018-06-02,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-06-04,PRCP,GHCND:AR000875850,3,,,S,,mm_tenths
2018-06-05,PRCP,GHCND:AR000875850,10,,,S,,mm_tenths
2018-06-06,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-06-12,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-06-13,PRCP,GHCND:AR000875850,51,,,S,,mm_tenths
2018-06-14,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-06-21,PRCP,GHCND:AR000875850,3,,,S,,mm_tenths
2018-06-22,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-06-23,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-07-02,PRCP,GHCND:AR000875850,3,,,S,,mm_tenths
2018-07-03,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-07-04,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-07-05,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-07-07,PRCP,GHCND:AR000875850,109,,,S,,mm_tenths
2018-07-08,PRCP,GHCND:AR000875850,71,,,S,,mm_tenths
2018-07-09,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-07-10,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-07-11,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-07-18,PRCP,GHCND:AR000875850,5,,,S,,mm_tenths
2018-07-19,PRCP,GHCND:AR000875850,160,,,S,,mm_tenths
2018-07-20,PRCP,GHCND:AR000875850,239,,,S,,mm_tenths
2018-07-21,PRCP,GHCND:AR000875850,5,,,S,,mm_tenths
2018-07-22,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-07-26,PRCP,GHCND:AR000875850,439,,,S,,mm_tenths
2018-07-27,PRCP,GHCND:AR000875850,20,,,S,,mm_tenths
2018-07-28,PRCP,GHCND:AR000875850,20,,,S,,mm_tenths
2018-07-29,PRCP,GHCND:AR000875850,180,,,S,,mm_tenths
2018-07-30,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-07-31,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-08-04,PRCP,GHCND:AR000875850,5,,,S,,mm_tenths
2018-08-05,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-08-08,PRCP,GHCND:AR000875850,119,,,S,,mm_tenths
2018-08-09,PRCP,GHCND:AR000875850,99,,,S,,mm_tenths
2018-08-10,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-08-12,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-08-14,PRCP,GHCND:AR000875850,51,,,S,,mm_tenths
2018-08-15,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-08-19,PRCP,GHCND:AR000875850,109,,,S,,mm_tenths
2018-08-20,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-08-21,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-08-27,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-08-30,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-08-31,PRCP,GHCND:AR000875850,140,,,S,,mm_tenths
2018-09-01,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-09-10,PRCP,GHCND:AR000875850,41,,,S,,mm_tenths
2018-09-11,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-09-14,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-09-15,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-09-16,PRCP,GHCND:AR000875850,109,,,S,,mm_tenths
2018-09-19,PRCP,GHCND:AR000875850,279,,,S,,mm_tenths
2018-09-20,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-09-27,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-09-28,PRCP,GHCND:AR000875850,99,,,S,,mm_tenths
2018-09-29,PRCP,GHCND:AR000875850,79,,,S,,mm_tenths
2018-09-30,PRCP,GHCND:AR000875850,480,,,S,,mm_tenths
2018-10-01,PRCP,GHCND:AR000875850,20,,,S,,mm_tenths
2018-10-02,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-10-09,PRCP,GHCND:AR000875850,71,,,S,,mm_tenths
2018-10-10,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-10-12,PRCP,GHCND:AR000875850,41,,,S,,mm_tenths
2018-10-13,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-10-18,PRCP,GHCND:AR000875850,20,,,S,,mm_tenths
2018-10-19,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-10-20,PRCP,GHCND:AR000875850,30,,,S,,mm_tenths
2018-10-21,PRCP,GHCND:AR000875850,20,,,S,,mm_tenths
2018-10-22,PRCP,GHCND:AR000875850,10,,,S,,mm_tenths
2018-10-23,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-10-24,PRCP,GHCND:AR000875850,10,,,S,,mm_tenths
2018-10-25,PRCP,GHCND:AR000875850,41,,,S,,mm_tenths
2018-10-26,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-10-27,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-10-30,PRCP,GHCND:AR000875850,20,,,S,,mm_tenths
2018-10-31,PRCP,GHCND:AR000875850,61,,,S,,mm_tenths
2018-11-01,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-11-03,PRCP,GHCND:AR000875850,5,,,S,,mm_tenths
2018-11-04,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-11-10,PRCP,GHCND:AR000875850,419,,,S,,mm_tenths
2018-11-11,PRCP,GHCND:AR000875850,820,,,S,,mm_tenths
2018-11-12,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-11-13,PRCP,GHCND:AR000875850,340,,,S,,mm_tenths
2018-11-14,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-11-16,PRCP,GHCND:AR000875850,99,,,S,,mm_tenths
2018-11-23,PRCP,GHCND:AR000875850,30,,,S,,mm_tenths
2018-11-24,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-11-28,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-11-29,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-11-30,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-12-01,PRCP,GHCND:AR000875850,130,,,S,,mm_tenths
2018-12-02,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-12-10,PRCP,GHCND:AR000875850,61,,,S,,mm_tenths
2018-12-11,PRCP,GHCND:AR000875850,30,,,S,,mm_tenths
2018-12-12,PRCP,GHCND:AR000875850,119,,,S,,mm_tenths
2018-12-13,PRCP,GHCND:AR000875850,8,,,S,,mm_tenths
2018-12-14,PRCP,GHCND:AR000875850,1011,,,S,,mm_tenths
2018-12-15,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-12-17,PRCP,GHCND:AR000875850,800,,,S,,mm_tenths
2018-12-18,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-12-19,PRCP,GHCND:AR000875850,5,,,S,,mm_tenths
2018-12-20,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-12-21,PRCP,GHCND:AR000875850,559,,,S,,mm_tenths
2018-12-22,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2018-12-29,PRCP,GHCND:AR000875850,239,,,S,,mm_tenths
2018-12-30,PRCP,GHCND:AR000875850,310,,,S,,mm_tenths
2018-12-31,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2019-01-02,PRCP,GHCND:AR000875850,20,,,S,,mm_tenths
2019-01-03,PRCP,GHCND:AR000875850,89,,,S,,mm_tenths
2019-01-04,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2019-01-06,PRCP,GHCND:AR000875850,10,,,S,,mm_tenths
2019-01-07,PRCP,GHCND:AR000875850,41,,,S,,mm_tenths
2019-01-08,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2019-01-09,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2019-01-10,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2019-01-11,PRCP,GHCND:AR000875850,5,,,S,,mm_tenths
2019-01-12,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2019-01-13,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2019-01-14,PRCP,GHCND:AR000875850,41,,,S,,mm_tenths
2019-01-15,PRCP,GHCND:AR000875850,51,,,S,,mm_tenths
2019-01-16,PRCP,GHCND:AR000875850,391,,,S,,mm_tenths
2019-01-17,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2019-01-18,PRCP,GHCND:AR000875850,41,,,S,,mm_tenths
2019-01-19,PRCP,GHCND:AR000875850,5,,,S,,mm_tenths
2019-01-20,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2019-01-25,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2019-01-26,PRCP,GHCND:AR000875850,269,,,S,,mm_tenths
2019-01-27,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2019-01-30,PRCP,GHCND:AR000875850,391,,,S,,mm_tenths
2019-01-31,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2019-02-23,PRCP,GHCND:AR000875850,224,D,,S,,mm_tenths
2019-03-15,PRCP,GHCND:AR000875850,0,,,S,,mm_tenths
2019-04-27,PRCP,GHCND:AR000875850,119,D,,S,,mm_tenths
2019-06-16,PRCP,GHCND:AR000875850,442,D,,S,,mm_tenths
2019-06-17,PRCP,GHCND:AR000875850,221,D,,S,,mm_tenths
2019-07-12,PRCP,GHCND:AR000875850,442,D,,S,,mm_tenths
2019-07-26,PRCP,GHCND:AR000875850,198,D,,S,,mm_tenths
2019-10-16,PRCP,GHCND:AR000875850,119,D,,S,,mm_tenths
